Subsystem	Name	Role	Module1	Module2	Module3	Phenotype
B12 Cobalamin HMP	BtuR1	Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	BtuR2	ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	CbiP	Cobyric acid synthase (EC 6.3.5.10)	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	CbiB	Adenosylcobinamide-phosphate synthase (EC 6.3.1.10)	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	CobU	Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	CobS	Cobalamin synthase (EC 2.7.8.26)	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	CobC	Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	PduX	L-threonine kinase in B12 biosynthesis (EC 2.7.1.177)	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	CobD	L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	CobT	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	CblT	Substrate-specific component CblT of predicted B12-regulated ECF transporter for dimethylbenzimidazole	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	CblS	Predicted alpha-ribazole-5-phosphate synthase CblS for cobalamin biosynthesis	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	CbrU	Duplicated ATPase component CbrU of energizing module of predicted cobalamin ECF transporter	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin uptake	B12
B12 Cobalamin HMP	CbrV	Transmembrane component CbrV of energizing module of predicted cobalamin ECF transporter	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin uptake	B12
B12 Cobalamin HMP	CbrT	Substrate-specific component CbrT of predicted cobalamin ECF transporter	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin uptake	B12
B12 Cobalamin HMP	BtuD	Vitamin B12 ABC transporter, ATPase component BtuD	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin uptake	B12
B12 Cobalamin HMP	BtuF	Vitamin B12 ABC transporter, B12-binding component BtuF	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin uptake	B12
B12 Cobalamin HMP	BtuC	Vitamin B12 ABC transporter, permease component BtuC	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin uptake	B12
B12 Cobalamin HMP	BtuB	Outer membrane vitamin B12 receptor BtuB	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin uptake	B12
B12 Cobalamin HMP	CbiX	Sirohydrochlorin cobaltochelatase (EC 4.99.1.3)	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	CobG	Precorrin-3B synthase	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	CobF	Precorrin-6A synthase (deacetylating) (EC 2.1.1.152)	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	CbiX2	Sirohydrochlorin cobaltochelatase CbiX(long) (EC 4.99.1.3)	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
B12 Cobalamin HMP	CblZ	CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase	Vitamins, cofactors and micronutrients metabolism	Vitamin B12 metabolism	Cobalamin biosynthesis	B12
Queuosine HMP	FolE1	GTP cyclohydrolase I (EC 3.5.4.16) type 1	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine biosynthesis	Q
Queuosine HMP	FolE2	GTP cyclohydrolase I (EC 3.5.4.16) type 2	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine biosynthesis	Q
Queuosine HMP	QueD	6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50)	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine biosynthesis	Q
Queuosine HMP	QueE	7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine biosynthesis	Q
Queuosine HMP	QueC	7-cyano-7-deazaguanine synthase (EC 6.3.4.20)	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine biosynthesis	Q
Queuosine HMP	QueF	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine biosynthesis	Q
Queuosine HMP	qTGT	Queuine tRNA-ribosyltransferase (EC 2.4.2.29)	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine biosynthesis	Q
Queuosine HMP	QueA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17)	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine biosynthesis	Q
Queuosine HMP	QueG	Epoxyqueuosine reductase (EC 1.17.99.6) QueG	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine biosynthesis	Q
Queuosine HMP	QueH	Epoxyqueuosine reductase (EC 1.17.99.6) QueH	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine biosynthesis	Q
Queuosine HMP	QrtT	Substrate-specific component STY3230 of queuosine-regulated ECF transporter	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine uptake	Q
Queuosine HMP	QrtU	Transmembrane component STY3231 of energizing module of queuosine-regulated ECF transporter	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine uptake	Q
Queuosine HMP	QrtV	ATPase component STY3232 of energizing module of queuosine-regulated ECF transporter	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine uptake	Q
Queuosine HMP	QrtW	ATPase component STY3233 of energizing module of queuosine-regulated ECF transporter	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine uptake	Q
Queuosine HMP	QueT	Substrate-specific component QueT (COG4708) of predicted queuosine-regulated ECF transporter	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine uptake	Q
Queuosine HMP	YhhQ	Putative preQ0 transporter YhhQ	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine uptake	Q
Queuosine HMP	QueI	Queuosine reductase QueI	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine biosynthesis	Q
Queuosine HMP	QueJ	QueJ Activator of Queuosine reductase QueI	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine biosynthesis	Q
Queuosine HMP	QueK	preQ1-regulated inosine-uridine nucleoside hydrolase (EC 3.2.2.1)	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine biosynthesis	Q
Queuosine HMP	QueL	Radical SAM domain linked to preQ0 transport	Vitamins, cofactors and micronutrients metabolism	Queuosine metabolism	Queuosine biosynthesis	Q
Lipoate HMP	LipB	Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase	Vitamins, cofactors and micronutrients metabolism	Lipoate metabolism	Lipoate biosynthesis	LA
Lipoate HMP	LplA	Lipoate-protein ligase A	Vitamins, cofactors and micronutrients metabolism	Lipoate metabolism	Lipoate biosynthesis	LA
Lipoate HMP	LipA1	Lipoyl synthase (EC 2.8.1.8)	Vitamins, cofactors and micronutrients metabolism	Lipoate metabolism	Lipoate biosynthesis	LA
Lipoate HMP	LipB1	Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181)	Vitamins, cofactors and micronutrients metabolism	Lipoate metabolism	Lipoate biosynthesis	LA
Lipoate HMP	LipM	Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase, LipM (EC 2.3.1.181)	Vitamins, cofactors and micronutrients metabolism	Lipoate metabolism	Lipoate biosynthesis	LA
Menaquinone biosynthesis HMP	MenF	Menaquinone-specific isochorismate synthase (EC 5.4.4.2)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MenD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MenH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MenH2	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate dehydrogenase, HAD superfamily	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MenC	O-succinylbenzoate synthase (EC 4.2.1.113)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MenE	O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MenB	Naphthoate synthase (EC 4.1.3.36)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MenI	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MenI2	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis, putative	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MenA	1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MenG	Demethylmenaquinone methyltransferase (EC 2.1.1.163)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MqnA	Chorismate dehydratase (EC 4.2.1.151)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MqnE	Aminodeoxyfutalosine synthase (EC 2.5.1.120)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MqnX	Aminodeoxyfutalosine deaminase (EC 3.5.4.40)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MqnB	Futalosine hydrolase (EC 3.2.2.26)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MtnN	Aminodeoxyfutalosine nucleosidase (EC 3.2.2.30)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MqnC	Cyclic dehypoxanthine futalosine synthase (EC 1.21.98.1)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MqnD	1,4-dihydroxy-6-naphthoate synthase (EC 1.14.-.-)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MqnDa	1,4-dihydroxy-6-naphthoate synthase (EC 1.14.-.-), alternative	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MqnP	1,4-naphthoquinone polyprenyltransferase	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MqnL	1,4-dihydroxy-6-naphthoate carboxy-lyase, UbiD-like	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MqnL2	1,4-dihydroxy-6-naphthoate carboxy-lyase, UbiX-like	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Menaquinone biosynthesis HMP	MenJ	Menaquinone-9 beta-reductase (EC 1.3.99.38)	Vitamins, cofactors and micronutrients metabolism	Menaquinone metabolism	Menaquinone biosynthesis	MQ
Arginine HMP	ArgA	N-acetylglutamate synthase (EC 2.3.1.1)	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgJ	Glutamate N-acetyltransferase (EC 2.3.1.35)	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgA3	Predicted N-acetylglutamate synthase (EC 2.3.1.1), AbgB family	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgA4	Predicted amino-acid acetyltransferase (EC 2.3.1.1) complementing ArgA function in Arginine Biosynthesis pathway	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgA5	N-acetylglutamate synthase, C-NAGS (EC 2.3.1.1)	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgA2	N-acetylglutamate synthase, alternative (EC 2.3.1.1)	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgB	N-acetylglutamate kinase (EC 2.7.2.8)	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgC	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgD	N-acetylornithine aminotransferase (EC 2.6.1.11)	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgF1	Ornithine carbamoyltransferase (EC 2.1.3.3)	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgF2	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgF3	N-succinylornithine carbamoyltransferase (EC 2.1.3.11)	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgE	Acetylornithine deacetylase (EC 3.5.1.16)	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgG	Argininosuccinate synthase (EC 6.3.4.5)	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgH	Argininosuccinate lyase (EC 4.3.2.1)	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgR	Arginine pathway regulatory protein ArgR, repressor of arg regulon	Amino acid metabolism	Arginine metabolism	Arginine biosynthesis	Arg
Arginine HMP	ArgW	Predicted arginine uptake transporter	Amino acid metabolism	Arginine metabolism	Arginine uptake	Arg
Arginine HMP	ArtP	Arginine ABC transporter, ATP-binding protein ArtP	Amino acid metabolism	Arginine metabolism	Arginine uptake	Arg
Arginine HMP	ArtI	Arginine ABC transporter, periplasmic arginine-binding protein ArtI	Amino acid metabolism	Arginine metabolism	Arginine uptake	Arg
Arginine HMP	ArtQ	Arginine ABC transporter, permease protein ArtQ	Amino acid metabolism	Arginine metabolism	Arginine uptake	Arg
Arginine HMP	ArtM	Arginine ABC transporter, permease protein ArtM	Amino acid metabolism	Arginine metabolism	Arginine uptake	Arg
Arginine HMP	ArtX	Predicted arginine ABC transporter, substrate-binding protein	Amino acid metabolism	Arginine metabolism	Arginine uptake	Arg
Arginine HMP	ArtY	Predicted arginine ABC transporter, permease protein	Amino acid metabolism	Arginine metabolism	Arginine uptake	Arg
Arginine HMP	ArtZ	Predicted arginine ABC transporter, ATP-binding protein	Amino acid metabolism	Arginine metabolism	Arginine uptake	Arg
Arginine HMP	ArtI2	Arginine ABC transporter, substrate-binding protein	Amino acid metabolism	Arginine metabolism	Arginine uptake	Arg
Arginine HMP	ArtQ2	Arginine ABC transporter, permease protein	Amino acid metabolism	Arginine metabolism	Arginine uptake	Arg
Arginine HMP	ArtP2	Arginine ABC transporter, ATP-binding protein	Amino acid metabolism	Arginine metabolism	Arginine uptake	Arg
Arginine HMP	ArtPQ	Arginine ABC transporter, substrate-binding and permease protein	Amino acid metabolism	Arginine metabolism	Arginine uptake	Arg
Lysine HMP	LysA	Diaminopimelate decarboxylase (EC 4.1.1.20)	Amino acid metabolism	Lysine metabolism	Lysine biosynthesis	Lys
Lysine HMP	DapB	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	Amino acid metabolism	Lysine metabolism	Lysine biosynthesis	Lys
Lysine HMP	DapL	L,L-diaminopimelate aminotransferase (EC 2.6.1.83)	Amino acid metabolism	Lysine metabolism	Lysine biosynthesis	Lys
Lysine HMP	DapF	Diaminopimelate epimerase (EC 5.1.1.7)	Amino acid metabolism	Lysine metabolism	Lysine biosynthesis	Lys
Lysine HMP	Ddh	Meso-diaminopimelate D-dehydrogenase (EC 1.4.1.16)	Amino acid metabolism	Lysine metabolism	Lysine biosynthesis	Lys
Lysine HMP	Asd	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	Amino acid metabolism	Lysine metabolism; Methionine metabolism; Threonine metabolism	Lysine biosynthesis; Methionine biosynthesis; Threonine biosynthesis	Lys; Thr; Met
Lysine HMP	LysC	Aspartokinase (EC 2.7.2.4)	Amino acid metabolism	Lysine metabolism; Methionine metabolism; Threonine metabolism	Lysine biosynthesis; Methionine biosynthesis; Threonine biosynthesis	Lys; Thr; Met
Lysine HMP	DapF2	Diaminopimelate epimerase alternative form predicted for S.aureus (EC 5.1.1.7)	Amino acid metabolism	Lysine metabolism	Lysine biosynthesis	Lys
Lysine HMP	DapA	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	Amino acid metabolism	Lysine metabolism	Lysine biosynthesis	Lys
Lysine HMP	DapL2	L,L-diaminopimelate aminotransferase (EC 2.6.1.83), DapL2 type	Amino acid metabolism	Lysine metabolism	Lysine biosynthesis	Lys
Lysine HMP	LysX	Predicted lysine ABC transporter, lysine-binding protein LysX	Amino acid metabolism	Lysine metabolism	Lysine uptake	Lys
Lysine HMP	LysY	Predicted lysine ABC transporter, permease component LysY	Amino acid metabolism	Lysine metabolism	Lysine uptake	Lys
Lysine HMP	LysZ	Predicted lysine ABC transporter, ATP-binding protein LysZ	Amino acid metabolism	Lysine metabolism	Lysine uptake	Lys
Lysine HMP	LysP	Lysine-specific permease	Amino acid metabolism	Lysine metabolism	Lysine uptake	Lys
Lysine HMP	LysW	Predicted lysine transporter, NhaC family	Amino acid metabolism	Lysine metabolism	Lysine uptake	Lys
