subsystem	short_name	long_name
Fructoselysine and Glucoselysine utilization HMP	GfrR	RpoN-dependent transcriptional activator of GfrABCDEF operon, NtrC family
Hyaluronate utilization HMP	HylA	Hyaluronate lyase precursor (EC 4.2.2.1)
Hyaluronate utilization HMP	HepC	Heparin-sulfate lyase (EC:4.2.2.8)
Hyaluronate utilization HMP	Ugl	Unsaturated glucuronyl hydrolase (EC 3.2.1.-)
Hyaluronate utilization HMP	Ohl	Oligohyaluronate lyase (EC 4.2.2.-)
Hyaluronate utilization HMP	HylE	PTS system, hyaluronate-oligosaccharide-specific IIC component (EC 2.7.1.69)
Hyaluronate utilization HMP	HylF	PTS system, hyaluronate-oligosaccharide-specific IIB component (EC 2.7.1.69)
Hyaluronate utilization HMP	HylG	PTS system, hyaluronate-oligosaccharide-specific IID component (EC 2.7.1.69)
Hyaluronate utilization HMP	HylH	PTS system, hyaluronate-oligosaccharide-specific IIA component (EC 2.7.1.69)
Hyaluronate utilization HMP	HylX	Predicted hyaluronate ABC transport system, sugar-binding protein
Hyaluronate utilization HMP	HylY	Predicted hyaluronate ABC transport system, permease protein 1
Hyaluronate utilization HMP	HylZ	Predicted hyaluronate ABC transport system, permease protein 2
Hyaluronate utilization HMP	HylR	Predicted transcriptional regulator for hyaluronate utilization, GntR family
Hyaluronate utilization HMP	RegR	Transcriptional regulator RegR, repressor of hyaluronate and KDG utilization, LacI family
Hyaluronate utilization HMP	NagH	Hyaluronoglucosaminidase (EC 3.2.1.35)
Hyaluronate utilization HMP	BgaC	Beta-1,3-galactosidase, linked to hyaluronan utilization genes (GH35)
Hyaluronate utilization HMP	BT4411	Predicted hyaluronic acid binding protein (DUF4627)
Hyaluronate utilization HMP	BT3348	Unsaturated glucuronide lyase acting on chondroitin/heparin disaccharides (EC 3.2.1.180)
Hyaluronate utilization HMP	SusC_Hyl	SusD, outer membrane protein, probably involved in hyaluronate binding
Hyaluronate utilization HMP	SusD_Hyl	SusC, outer membrane protein, probably involved in hyaluronate binding
Hyaluronate utilization HMP	GusH	Putative beta-glucuronidase (GH154)
N-acetylgalactosamine utilization HMP	AgaA	N-acetylgalactosamine-6-phosphate deacetylase (EC 3.5.1.25)
N-acetylgalactosamine utilization HMP	AgaK1	N-acetylgalactosamine kinase, ROK-type (EC 2.7.1.157)
N-acetylgalactosamine utilization HMP	AgaK2	Predicted N-acetylgalactosamine and N-acetylglucosamine kinase, ROK family (EC 2.7.1.157)(EC 2.7.1.59)
N-acetylgalactosamine utilization HMP	AgaI	Galactosamine-6-phosphate isomerase (galactosamine-6-phosphate deaminase) (EC 5.3.1.-)
N-acetylgalactosamine utilization HMP	AgaZ	Tagatose-6-phosphate kinase (EC 2.7.1.144)
N-acetylgalactosamine utilization HMP	GatY	Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)
N-acetylgalactosamine utilization HMP	GalNAc_b	PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69)
N-acetylgalactosamine utilization HMP	GalNAc_c	PTS system, N-acetylgalactosamine-specific IIC component (EC 2.7.1.69)
N-acetylgalactosamine utilization HMP	GalNAc_d	PTS system, N-acetylgalactosamine-specific IID component (EC 2.7.1.69)
N-acetylgalactosamine utilization HMP	GalNAc_a	PTS system, N-acetylgalactosamine- and galactosamine-specific IIA component (EC 2.7.1.69)
N-acetylgalactosamine utilization HMP	GalN_a	PTS system, galactosamine-specific IIA component (EC 2.7.1.69)
N-acetylgalactosamine utilization HMP	GalN_b	PTS system, galactosamine-specific IIB component (EC 2.7.1.69)
N-acetylgalactosamine utilization HMP	GalN_c	PTS system, galactosamine-specific IIC component (EC 2.7.1.69)
N-acetylgalactosamine utilization HMP	GalN_d	PTS system, galactosamine-specific IID component (EC 2.7.1.69)
N-acetylgalactosamine utilization HMP	AgaT	Predicted N-acetylgalactosamine transporter, MFS family
N-acetylgalactosamine utilization HMP	GalN2_d	Predicted PTS system, galactosamine-specific IID component (EC 2.7.1.69)
N-acetylgalactosamine utilization HMP	GalN2_b	Predicted PTS system, galactosamine-specific IIB component (EC 2.7.1.69)
N-acetylgalactosamine utilization HMP	GalN2_a	Predicted PTS system, galactosamine-specific IIA component (EC 2.7.1.69)
N-acetylgalactosamine utilization HMP	GalN2_c	Predicted PTS system, galactosamine-specific IIC component (EC 2.7.1.69)
N-acetylgalactosamine utilization HMP	AgaR	Transcriptional repressor of aga operon
N-acetylgalactosamine utilization HMP	AgaZ2	Tagatose-6-phosphate kinase AgaZ (EC 2.7.1.144)
N-acetylgalactosamine utilization HMP	AgaS2	Galactosamine-6-phosphate isomerase (EC 5.3.1.-)
N-acetylgalactosamine utilization HMP	GnbG	Beta-1,3-galactosidase, specific for lacto-N-biose and galacto-N-biose (GH35)
N-acetylgalactosamine utilization HMP	AgaR2	Predicted transcriptional regulator of N-Acetylgalactosamine utilization, GntR family
N-acetylgalactosamine utilization HMP	AgaR3	Predicted transcriptional regulator of N-Acetylgalactosamine utilization, AraC family
N-acetylgalactosamine utilization HMP	GH109	Alpha-N-acetylgalactosaminidase, GH109 family (EC 3.2.1.49)
N-acetylgalactosamine utilization HMP	GH31	Extracellular alpha-N-acetylgalactosaminidase (GH31)
N-acetylgalactosamine utilization HMP	NagX	N-acetylglucosamine related transporter, NagX
N-acetylgalactosamine utilization HMP	AagA	Alpha-N-acetylgalactosaminidase AagA, GH36 family (EC 3.2.1.49)
N-acetylgalactosamine utilization HMP	GalNAc_sul	Predicted N-acetylgalactosamine-6-sulfatase
N-acetylgalactosamine utilization HMP	LnpB	N-acetylhexosamine 1-kinase (EC 2.7.1.162)
N-acetylgalactosamine utilization HMP	LnpC2	UTP---hexose-1-phosphate uridylyltransferase (EC 2.7.7.10)
N-acetylgalactosamine utilization HMP	LnpD	UDP-hexose 4-epimerase (EC 5.1.3.2)
N-acetylgalactosamine utilization HMP	AgaL	Alpha-D-galactosamine galactosaminidase (GH36)
N-acetylgalactosamine utilization HMP	SusC_galN	Outer membrane TonB-dependent transporter for galactosamine containing antigen, SusC family
N-acetylgalactosamine utilization HMP	SusD_galN	Outer membrane TonB-dependent transporter for galactosamine containing antigen, SusD family
N-acetylmuramic acid utilization HMP	MurK	Predicted N-acetylmuramic acid kinase (EC 2.7.1.170)
N-acetylmuramic acid utilization HMP	MurK2	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170)
N-acetylmuramic acid utilization HMP	MurQ	N-acetylmuramic acid 6-phosphate etherase (EC 4.2.1.126)
N-acetylmuramic acid utilization HMP	MurT	N-acetylmuramic acid transporter, NagX-related
N-acetylmuramic acid utilization HMP	MurA	Predicted N-acetylmuramic acid ABC transport system, permease protein 2
N-acetylmuramic acid utilization HMP	MurC	Predicted N-acetylmuramic acid ABC transport system, ATP-binding protein
N-acetylmuramic acid utilization HMP	MurB	Predicted N-acetylmuramic acid ABC transport system, sugar-binding protein
N-acetylmuramic acid utilization HMP	MurD	Predicted N-acetylmuramic acid ABC transport system, permease protein 1
N-acetylmuramic acid utilization HMP	MurX	PTS system, N-acetylmuramic acid-specific IIB component (EC 2.7.1.69)
N-acetylmuramic acid utilization HMP	MurY	PTS system, N-acetylmuramic acid-specific IIC component
N-acetylmuramic acid utilization HMP	MurZ	PTS system, N-acetylmuramic acid-specific IIA component (EC 2.7.1.69)
N-acetylmuramic acid utilization HMP	MurR	N-acetylmuramic acid utilization transcriptional regulator, RpiR family
N-acetylmuramic acid utilization HMP	MupG	6-phospho-N-acetylmuramidase (EC 3.2.1.-)
N-acetylmuramic acid utilization HMP	AmpG	GlcNAc-MurNAc permease AmpG
N-acetylmuramic acid utilization HMP	NamZ	Peptydoglycan-specific exo-beta-N-acetylmuramidase (GH171)
N-acetylmuramic acid utilization HMP	NagK5	Predicted bifunctional N-acetylmuramic acid and N-acetylglucosamine kinase
Rhamnose and rhamnosides utilization HMP	RhaB	Rhamnulokinase (EC 2.7.1.5)
Rhamnose and rhamnosides utilization HMP	RhaA	L-rhamnose isomerase (EC 5.3.1.14)
Rhamnose and rhamnosides utilization HMP	RhaD	Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)
Rhamnose and rhamnosides utilization HMP	RhaE	Predicted rhamnulose-1-phosphate aldolase (EC 4.1.2.19)
Rhamnose and rhamnosides utilization HMP	RhaM	L-rhamnose mutarotase (EC 5.1.3.32)
Rhamnose and rhamnosides utilization HMP	LraM	Novel predicted L-rhamnose 1-dehydrogenase (EC 1.1.1.173)
Rhamnose and rhamnosides utilization HMP	LraL	Novel predicted L-rhamnono-gamma-lactonase (EC 3.1.1.65)
Rhamnose and rhamnosides utilization HMP	LraN	Novel predicted L-rhamnoate dehydratase (EC 4.2.1.90)
Rhamnose and rhamnosides utilization HMP	LraA	Novel predicted 2-keto-3-deoxy-L-rhamnoate aldolase (EC 4.1.2.53)
Rhamnose and rhamnosides utilization HMP	RhaT	L-rhamnose-proton symporter
Rhamnose and rhamnosides utilization HMP	RhaY	Predicted L-rhamnose permease RhaY
Rhamnose and rhamnosides utilization HMP	RhaF	Predicted L-rhamnose ABC transporter, substrate-binding component
Rhamnose and rhamnosides utilization HMP	RhaG	Predicted L-rhamnose ABC transporter, transmembrane component 1
Rhamnose and rhamnosides utilization HMP	RhaH	Predicted L-rhamnose ABC transporter, transmembrane component 2
Rhamnose and rhamnosides utilization HMP	RhaJ	Predicted L-rhamnose ABC transporter, ATP-binding component
Rhamnose and rhamnosides utilization HMP	RhaP	Pedicted L-rhamnose permease, NCS1 Family
Rhamnose and rhamnosides utilization HMP	RhaW1	Lactaldehyde dehydrogenase involved in fucose or rhamnose utilization (EC 1.2.1.22)
Rhamnose and rhamnosides utilization HMP	RhaW2	Predicted lactaldehyde dehydrogenase (EC 1.2.1.22)
Rhamnose and rhamnosides utilization HMP	RhaW3	Lactaldehyde dehydrogenase involved in rhamnose utilization (EC 1.2.1.22)
Rhamnose and rhamnosides utilization HMP	RhiE	Rhamnogalacturonan endolyase (EC 4.2.2.23)
Rhamnose and rhamnosides utilization HMP	RhiN	Unsaturated rhamnogalacturonyl hydrolase (EC 3.2.1.172)
Rhamnose and rhamnosides utilization HMP	RhiO	rhamnogalacturonan acetylesterase
Rhamnose and rhamnosides utilization HMP	RhiA	Predicted rhamnogalacturonide-specific TRAP-type transporter, substrate-binding component RhiA
Rhamnose and rhamnosides utilization HMP	RhiB	Predicted rhamnogalacturonide-specific TRAP-type transporter, small transmembrane component RhiB
Rhamnose and rhamnosides utilization HMP	RhiC	Predicted rhamnogalacturonide-specific TRAP-type transporter, large transmembrane component RhiC
Rhamnose and rhamnosides utilization HMP	RhiT	Rhamnogalacturonide transporter RhiT
Rhamnose and rhamnosides utilization HMP	RhiG	Putative rhamnogalacturonides ABC transporter, permease component 2
Rhamnose and rhamnosides utilization HMP	RhiL	Putative rhamnogalacturonides ABC transporter, substrate-binding protein
Rhamnose and rhamnosides utilization HMP	RhiF	Putative rhamnogalacturonides ABC transporter, permease component 1
Rhamnose and rhamnosides utilization HMP	RamT	Predicted rhamnosides transporter RamT
Rhamnose and rhamnosides utilization HMP	RamA1	alpha-L-rhamnosidase (EC 3.2.1.40)
Rhamnose and rhamnosides utilization HMP	RamA2	Predicted alpha-L-rhamnosidase
Rhamnose and rhamnosides utilization HMP	RhiY	Beta-D-galactosyl-(1->4)-L-rhamnose phosphorylase (EC 2.4.1.247)
Rhamnose and rhamnosides utilization HMP	RhiX	Uncharacterized oligosaccharide lyase involved in rhamnogalacturonan I degradation
Rhamnose and rhamnosides utilization HMP	RamU	Putative rhamnooligosaccharide ABC transporter, ATP-binding protein
Rhamnose and rhamnosides utilization HMP	RamV	Putative rhamnooligosaccharide ABC transporter, permease protein 1
Rhamnose and rhamnosides utilization HMP	RamW	Putative rhamnooligosaccharide ABC transporter, substrate-binding protein
Rhamnose and rhamnosides utilization HMP	RamX	Putatuve rhamnooligosaccharide ABC transporter, substrate-binding protein
Rhamnose and rhamnosides utilization HMP	RamV2	Predicted rhamnose oligosaccharide ABC transport system, permease component
Rhamnose and rhamnosides utilization HMP	RamW2	Predicted rhamnose oligosaccharide ABC transport system, permease component 2
Rhamnose and rhamnosides utilization HMP	RamX2	Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component
Rhamnose and rhamnosides utilization HMP	RhaR1	Transcriptional regulator of rhamnose utilization, AraC family
Rhamnose and rhamnosides utilization HMP	RhmR	Predicted rhamnonate utilization transcriptional regulator, GntR family
Rhamnose and rhamnosides utilization HMP	RhaR2	Transcriptional regulator of rhamnose utilization, DeoR family
Rhamnose and rhamnosides utilization HMP	RhiP	Two-component response regulator for rhamnogalacturonan utilization, AraC family
Rhamnose and rhamnosides utilization HMP	RhiQ	Two-component system sensor histidine kinase for rhamnogalacturonan utilization
Rhamnose and rhamnosides utilization HMP	RhiR	Predicted transcriptional regulator for rhamnogalacturonan utilization, AraC family
Trehalose utilization HMP	TreA	Trehalase (EC 3.2.1.28)
Trehalose utilization HMP	TreF	Cytoplasmic trehalase (EC 3.2.1.28)
Trehalose utilization HMP	TP	Trehalose phosphorylase (EC 2.4.1.64)
Trehalose utilization HMP	TPP	Trehalose 6-phosphate phosphorylase (EC 2.4.1.216)
Trehalose utilization HMP	TreC	Trehalose-6-phosphate hydrolase (EC 3.2.1.93)
Trehalose utilization HMP	TreP	Predicted trehalose permease, MFS family, FucP subfamily
Trehalose utilization HMP	TreB_b	PTS system, trehalose-specific IIB component (EC 2.7.1.69)
Trehalose utilization HMP	TreB_c	PTS system, trehalose-specific IIC component (EC 2.7.1.69)
Trehalose utilization HMP	TreB_a	PTS system, trehalose-specific IIA component (EC 2.7.1.69)
Trehalose utilization HMP	TreB_d	PTS system, trehalose-specific IID component (EC 2.7.1.69)
Trehalose utilization HMP	Pgm	Beta-phosphoglucomutase (EC 5.4.2.6)
Trehalose utilization HMP	TreR1	Trehalose operon transcriptional repressor
Trehalose utilization HMP	TreR2	Transcriptional regulator of trehalose utilization, LacI family
Trehalose utilization HMP	TreR3	Probable transcriptional regulator of trehalose utilization, LuxR family
Trehalose utilization HMP	TreO	D-trehalose outer membrane porin
Trehalose utilization HMP	TreX	Trehalose ABC transporter, trehalose-binding lipoprotein
Trehalose utilization HMP	TreY	Trehalose ABC transporter, permease protein 1
Trehalose utilization HMP	TreZ	Trehalose ABC transporter, permease protein 2
Trehalose utilization HMP	TreK	Trehalose transport ATP-binding protein TreK (EC 3.6.3.19)
Trehalose utilization HMP	KDSH	Periplasmic 3-ketodisaccharide hydrolase (EC 3.2.1.218)
Trehalose utilization HMP	ThuE	Trehalose ABC transporter, substrate binding periplasmic protein ThuE (TC 3.A.1.1.17)
Trehalose utilization HMP	ThuF	Trehalose ABC transporter, permease protein ThuF (TC 3.A.1.1.17)
Trehalose utilization HMP	ThuK	Trehalose ABC transporter, ATP-binding protein ThuK (TC 3.A.1.1.17)
Trehalose utilization HMP	ThuG	Trehalose ABC transporter, permease protein ThuG (TC 3.A.1.1.17)
Trehalose utilization HMP	ThuA	Trehalose utilization protein ThuA
Trehalose utilization HMP	ThuB	Glucoside-3-hydrogenase ThuB subunit (EC 1.1.99.13)
Trehalose utilization HMP	ThuR	Transcriptional regulator of trehalose utilization ThuR, LacI family
Unsaturated glucuronate utilization HMP	KduI	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)
Unsaturated glucuronate utilization HMP	KduI2	predicted 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)
Unsaturated glucuronate utilization HMP	KduD	2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)
Unsaturated glucuronate utilization HMP	KdgK	2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)
Unsaturated glucuronate utilization HMP	KdgA	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)
Unsaturated glucuronate utilization HMP	KdgT	2-keto-3-deoxygluconate permease (KDG permease)
Unsaturated glucuronate utilization HMP	KdgR	Transcriptional regulator KdgR, KDG operon repressor
D-glucosaminate utilization HMP	DgaA	PTS system, D-glucosaminate-specific IIA component (EC 2.7.1.203)
D-glucosaminate utilization HMP	DgaB	PTS system, D-glucosaminate-specific IIB component (EC 2.7.1.203)
D-glucosaminate utilization HMP	DgaC	PTS system, D-glucosaminate-specific IIC component (EC 2.7.1.203)
D-glucosaminate utilization HMP	DgaD	PTS system, D-glucosaminate-specific IID component (EC 2.7.1.203)
D-glucosaminate utilization HMP	DgaE	D-Glucosaminate-6-phosphate ammonia-lyase (EC 4.3.1.-)
D-glucosaminate utilization HMP	DgaF	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14) in D-glucosaminate utilization operon
D-glucosaminate utilization HMP	DgaT1	Putative glucosaminate-related transporter 1
D-glucosaminate utilization HMP	DgaT2	Putative glucosaminate-related transporter 2
D-glucosaminate utilization HMP	DgaH	Putative glucosaminate-related hydrolase
D-glucosaminate utilization HMP	DgaR	RpoN-dependent transcriptional activator of D-glucosaminate utilization operon, NtrC family
D-glucosaminate utilization HMP	DgaR2	Transcriptional antiterminator of glucosaminate utilization, BglG family
D-glucosaminate utilization HMP	DgaR3	Predicted transcriptional regulator of D-glucosaminate utilization, GntR family
